,Day,Influenza A - All types of surveillance,temp,humidity
0,2009-01-05,7.0,19.0,79.4
1,2009-01-12,0.0,14.7,55.3
2,2009-01-19,0.0,20.3,77.0
3,2009-01-26,7.0,11.3,78.8
4,2009-02-02,3.0,18.0,89.8
5,2009-02-09,2.0,20.6,77.0
6,2009-02-16,4.0,25.4,76.2
7,2009-02-23,7.0,23.7,89.9
8,2009-03-02,10.0,15.3,86.3
9,2009-03-09,11.0,19.5,67.9
10,2009-03-16,15.0,19.0,81.3
11,2009-03-23,21.0,26.7,78.9
12,2009-03-30,23.0,22.0,76.7
13,2009-04-06,21.0,21.4,58.2
14,2009-04-13,32.0,26.6,80.9
15,2009-04-20,21.0,27.9,69.2
16,2009-04-27,62.0,24.4,74.5
17,2009-05-04,63.0,26.1,71.4
18,2009-05-11,75.0,27.0,83.4
19,2009-05-18,74.0,26.4,88.1
20,2009-05-25,67.0,29.6,71.2
21,2009-06-01,48.0,28.6,74.7
22,2009-06-08,42.0,32.9,59.2
23,2009-06-15,33.0,29.1,75.8
24,2009-06-22,23.0,32.7,67.1
25,2009-06-29,30.0,29.9,70.7
26,2009-07-06,14.0,26.8,79.2
27,2009-07-13,13.0,26.8,89.7
28,2009-07-20,7.0,26.5,85.7
29,2009-07-27,15.0,32.5,65.3
30,2009-08-03,21.0,30.8,77.0
31,2009-08-10,32.0,32.2,64.3
32,2009-08-17,29.0,29.1,80.0
33,2009-08-24,11.0,31.0,70.6
34,2009-08-31,39.0,28.4,76.4
35,2009-09-07,76.0,31.3,67.3
36,2009-09-14,82.0,30.5,75.2
37,2009-09-21,54.0,27.1,88.2
38,2009-09-28,71.0,29.2,55.5
39,2009-10-05,38.0,28.8,71.2
40,2009-10-12,43.0,28.3,68.6
41,2009-10-19,42.0,28.1,73.2
42,2009-10-26,34.0,27.2,80.6
43,2009-11-02,27.0,25.4,46.9
44,2009-11-09,28.0,27.6,80.6
45,2009-11-16,24.0,16.6,78.1
46,2009-11-23,15.0,18.0,63.5
47,2009-11-30,12.0,22.1,77.4
48,2009-12-07,10.0,22.4,81.6
49,2009-12-14,4.0,23.4,82.4
50,2009-12-21,6.0,14.9,63.3
51,2009-12-28,0.0,16.5,56.1
52,2010-01-04,3.0,19.7,87.8
53,2010-01-11,7.0,16.8,75.8
54,2010-01-18,3.0,17.8,77.5
55,2010-01-25,5.0,17.2,87.5
56,2010-02-01,4.0,23.9,84.2
57,2010-02-08,2.0,25.8,81.8
58,2010-02-15,0.0,14.0,80.9
59,2010-02-22,7.0,17.8,85.2
60,2010-03-01,3.0,25.2,87.6
61,2010-03-08,2.0,17.0,88.6
62,2010-03-15,2.0,23.5,94.1
63,2010-03-22,0.0,23.7,91.3
64,2010-03-29,0.0,22.3,74.3
65,2010-04-05,0.0,23.6,94.7
66,2010-04-12,1.0,26.5,86.7
67,2010-04-19,0.0,24.8,86.1
68,2010-04-26,0.0,24.3,82.9
69,2010-05-03,0.0,26.0,86.7
70,2010-05-10,0.0,25.9,84.9
71,2010-05-17,0.0,29.8,83.7
72,2010-05-24,0.0,27.2,78.5
73,2010-05-31,0.0,29.7,82.5
74,2010-06-07,2.0,27.3,89.2
75,2010-06-14,3.0,32.5,67.0
76,2010-06-21,5.0,27.1,87.9
77,2010-06-28,3.0,31.5,76.0
78,2010-07-05,8.0,33.9,60.5
79,2010-07-12,14.0,30.5,79.3
80,2010-07-19,14.0,29.9,77.7
81,2010-07-26,26.0,29.5,81.0
82,2010-08-02,30.0,29.1,83.3
83,2010-08-09,52.0,28.3,88.2
84,2010-08-16,53.0,28.3,84.0
85,2010-08-23,53.0,27.0,89.2
86,2010-08-30,31.0,28.5,82.2
87,2010-09-06,25.0,29.1,85.4
88,2010-09-13,22.0,27.1,87.1
89,2010-09-20,19.0,30.4,78.6
90,2010-09-27,12.0,28.1,83.4
91,2010-10-04,5.0,25.8,60.3
92,2010-10-11,4.0,28.6,83.9
93,2010-10-18,5.0,24.1,92.1
94,2010-10-25,4.0,25.3,86.1
95,2010-11-01,1.0,20.1,64.5
96,2010-11-08,1.0,22.7,69.4
97,2010-11-15,4.0,24.7,74.5
98,2010-11-22,2.0,22.6,76.4
99,2010-11-29,5.0,20.4,76.7
100,2010-12-06,5.0,22.5,89.9
101,2010-12-13,5.0,23.9,91.9
102,2010-12-20,10.0,17.8,89.4
103,2010-12-27,7.0,15.6,67.0
104,2011-01-03,6.0,14.2,83.1
105,2011-01-10,25.0,11.9,62.2
106,2011-01-17,23.0,12.0,66.4
107,2011-01-24,29.0,12.7,66.1
108,2011-01-31,0.0,13.2,59.8
109,2011-02-07,5.0,18.6,88.7
110,2011-02-14,30.0,14.0,70.9
111,2011-02-21,42.0,16.2,88.2
112,2011-02-28,39.0,20.7,88.0
113,2011-03-07,60.0,18.4,80.2
114,2011-03-14,50.0,20.3,91.7
115,2011-03-21,25.0,21.3,93.0
116,2011-03-28,33.0,16.6,69.0
117,2011-04-04,10.0,22.1,89.2
118,2011-04-11,9.0,22.9,87.0
119,2011-04-18,7.0,23.9,82.0
120,2011-04-25,22.0,24.8,73.4
121,2011-05-02,12.0,28.9,87.4
122,2011-05-09,6.0,29.9,82.0
