Day,case,temp,tempmax,dew,windspeed,case_ema
2017-06-12,11.0,30.85,35.34,25.6,21.09,8.493201900100459
2017-06-19,7.0,28.93,32.190000000000005,26.8,17.86,8.263478530854234
2017-06-26,12.0,29.31,33.059999999999995,26.57,17.29,8.83832798764589
2017-07-03,14.0,29.22000000000001,32.67,26.880000000000003,16.48,9.632431374161907
2017-07-10,10.0,28.86,31.84,26.79,16.05,9.688980393521614
2017-07-17,11.0,27.99,31.07,26.25,18.45,9.890675717595212
2017-07-24,21.0,27.81,31.22,26.130000000000003,17.869999999999997,11.599802530272871
2017-07-31,27.0,30.08,34.78,26.3,16.380000000000003,13.969063679461662
2017-08-07,20.0,29.8,33.75,26.92,13.91,14.89690003646756
2017-08-14,14.0,30.78,34.35,27.03,15.38,14.75891541547255
2017-08-21,24.0,28.6,31.71,26.33,14.289999999999996,16.180620736169082
2017-08-28,20.0,28.89,32.86,25.99,15.55,16.768217545989224
2017-09-04,21.0,28.6,32.37,26.26,15.36,17.41926100045242
2017-09-11,11.0,28.47,31.91,26.51,14.1,16.4316823849982
2017-09-18,26.0,28.090000000000003,31.84,24.95,15.739999999999998,17.90373124884463
2017-09-25,15.0,28.82,32.83,25.27,14.35,17.457003364406994
2017-10-02,18.0,28.89,32.620000000000005,25.130000000000003,14.8,17.54054130834438
2017-10-09,15.0,27.61,31.21,24.66,15.84,17.14968879936832
2017-10-16,3.0,26.18,29.309999999999995,22.34,16.110000000000003,14.972813599465502
2017-10-23,15.0,24.1,26.82,18.32,15.28,14.976996122624655
2017-10-30,17.0,24.98,28.26,18.58,13.28,15.288227488374707
2017-11-06,5.0,23.85,27.99,16.23,15.14,13.705423259393983
2017-11-13,10.0,23.95,27.1,18.22,13.95,13.13535814256414
2017-11-20,4.0,24.78,28.35,20.62,17.91,11.729918428323503
2017-11-27,6.0,18.57,20.82,12.11,18.94,10.848392516273734
2017-12-04,3.0,20.360000000000003,23.5,14.47,13.35,9.640947513770083
2017-12-11,5.0,19.3,21.77,13.76,13.9,8.926955588574687
2017-12-18,2.0,16.389999999999997,18.57,11.09,15.48,7.861270113409351
2017-12-25,1.0,16.55,21.0,7.13,17.7,6.805690095961759
2018-01-01,1.0,17.22,20.22,12.45,12.28,5.9125070042753345
2018-01-08,4.0,18.83,20.75,16.4,15.57,5.618275157463744
2018-01-15,2.0,16.220000000000002,18.65,10.46,17.330000000000002,5.06161744093086
2018-01-22,1.0,18.86,21.46,15.03,13.57,4.436753219249189
2018-01-29,2.0,19.41,22.25,16.509999999999998,20.59,4.061868108595467
2018-02-05,3.0,13.62,15.830000000000002,6.08,18.96,3.8985037841961647
2018-02-12,0.0,14.45,16.630000000000003,5.62,15.27,3.2987339712429087
2018-02-19,2.0,18.41,20.83,14.41,15.26,3.0989287448978455
2018-02-26,2.0,19.73,21.93,16.85,16.660000000000004,2.9298627841443308
2018-03-05,6.0,21.77,24.79,19.02,17.139999999999997,3.4021915865836645
2018-03-12,5.0,21.96,25.51,16.990000000000002,20.33,3.648008265570793
2018-03-19,4.0,21.41,24.6,18.009999999999998,18.89,3.702160840098363
2018-03-26,0.0,22.22,25.23,17.55,17.410000000000004,3.132597633929384
2018-04-02,2.0,23.62,26.74,19.34,15.74,2.9583518440940946
2018-04-09,2.0,23.03,26.81,17.11,20.21,2.8109130988488493
2018-04-16,4.0,22.5,25.67,17.85,18.26,2.9938495451797955
2018-04-23,3.0,24.38,28.03,20.660000000000004,18.98,2.9947957689982885
2018-04-30,1.0,25.75,28.71,22.950000000000003,17.130000000000003,2.687904112229321
2018-05-07,3.0,27.37,31.1,24.1,16.95,2.735918864194041
2018-05-14,0.0,28.64,33.029999999999994,24.66,22.25,2.31500826970265
2018-05-21,1.0,29.020000000000003,34.160000000000004,24.75,23.050000000000004,2.112699305133012
2018-05-28,18.0,29.440000000000005,33.77,24.57,20.74,4.556899412035626
2018-06-04,6.0,28.64,32.89,24.96,18.87,4.778914887107068
2018-06-11,9.0,29.790000000000003,34.42,24.85,17.6,5.428312596782904
2018-06-18,6.0,29.559999999999995,33.54,25.31,19.630000000000003,5.51626450497015
2018-06-25,4.0,30.51,34.3,25.630000000000003,17.15,5.28299304266705
2018-07-02,8.0,30.690000000000005,34.2,25.22,15.9,5.700994113025965
2018-07-09,2.0,32.370000000000005,36.39,25.43,17.97,5.131610403329662
2018-07-16,7.0,29.1,32.5,25.54,15.73,5.41905495666356
2018-07-23,2.0,28.05,31.29,25.5,16.35,4.893046501792242
2018-07-30,5.0,28.3,31.98,25.43,14.66,4.909500886131897
2018-08-06,8.0,27.87,31.52,25.72,14.29,5.384962288265451
2018-08-13,1.0,28.93,33.010000000000005,25.8,13.45,4.710352705455382
2018-08-20,4.0,29.04,33.04,26.04,16.089999999999996,4.601067673846861
2018-08-27,3.0,29.39,34.029999999999994,25.87,16.6,4.354749570178114
2018-09-03,2.0,27.92,31.170000000000005,25.78,17.23,3.9924804055353267
2018-09-10,4.0,28.73,31.94,24.58,16.56,3.9936372662221995
2018-09-17,8.0,28.48,32.1,23.18,14.84,4.610000763726477
2018-09-24,10.0,28.559999999999995,32.56,24.28,14.11,5.439231415460865
2018-10-01,13.0,27.99,31.33,23.26,14.97,6.60242658231304
2018-10-08,10.0,27.2,31.47,19.91,13.820000000000002,7.12513018503411
2018-10-15,10.0,25.94,29.6,20.24,18.07,7.567417848875016
2018-10-22,10.0,24.76,27.74,21.75,17.21,7.941661256740399
2018-10-29,17.0,25.67,29.290000000000003,22.51,16.54,9.335251832626492
2018-11-05,13.0,24.4,28.790000000000003,17.6,15.34,9.899059242991648
2018-11-12,9.0,24.09,27.34,20.04,12.830000000000002,9.760742436377548
2018-11-19,11.0,24.81,27.83,22.44,15.19,9.951397446165618
2018-11-26,10.0,22.74,26.55,18.45,18.17,9.958874762140137
2018-12-03,5.0,22.77,27.01,18.1,13.110000000000005,9.195970952580117
2018-12-10,2.0,22.3,26.26,19.07,18.78,8.088898498337022
2018-12-17,3.0,15.329999999999998,18.17,10.89,17.04,7.305991037054403
2018-12-24,2.0,20.55,24.33,15.52,15.1,6.4896847236614175
2018-12-31,0.0,18.66,21.91,14.75,18.53,5.491271689251969
2019-01-07,1.0,14.69,16.95,10.29,15.48,4.800306813982435
2019-01-14,1.0,18.07,20.17,16.86,13.919999999999998,4.215644227215907
2019-01-21,1.0,17.65,19.93,14.91,15.14,3.7209297307211515
2019-01-28,0.0,17.7,20.630000000000003,13.84,12.669999999999998,3.1484790029178975
2019-02-04,0.0,21.03,24.62,17.46,16.8,2.6640976178536055
2019-02-11,1.0,23.57,27.660000000000004,19.75,19.62,2.4080825997222814
2019-02-18,2.0,22.74,25.9,20.41,20.4,2.345300661303469
2019-02-25,2.0,21.22,23.95,18.41,20.75,2.2921774826413968
2019-03-04,1.0,20.47,23.21,17.869999999999997,17.55,2.0933809468504125
2019-03-11,0.0,21.7,24.45,18.08,18.36,1.7713223396426567
2019-03-18,3.0,20.46,22.83,16.79,15.4,1.960349672005325
2019-03-25,5.0,21.18,23.59,18.880000000000003,16.98,2.427988184004506
2019-04-01,3.0,22.81,25.72,19.6,17.07,2.515990001849967
2019-04-08,5.0,24.880000000000003,27.880000000000003,22.42,17.369999999999997,2.898145386180741
2019-04-15,3.0,26.95,29.98,24.32,18.64,2.9138153267683196
2019-04-22,4.0,27.380000000000003,30.97000000000001,24.26,19.23,3.080920661111655
2019-04-29,1.0,29.05,33.34,24.9,22.53,2.760779020940631
2019-05-06,0.0,25.96,28.77,23.45,16.9,2.3360437869497646
2019-05-13,1.0,25.45,27.62,23.35,14.43,2.1304985889574932
2019-05-20,3.0,30.09,34.65,25.44,18.36,2.2642680368101864
2019-05-27,0.0,29.73,33.85,24.43,18.05,1.9159191080701576
2019-06-03,0.0,27.68,30.93,24.5,15.9,1.6211623222132103
2019-06-10,2.0,29.45,33.92,25.54,18.53,1.6794450418727165
2019-06-17,1.0,31.49,35.260000000000005,26.4,19.15,1.57491503543076
2019-06-24,1.0,30.98,34.77,26.45,19.79,1.4864665684414122
2019-07-01,3.0,31.21,35.58,25.860000000000003,18.76,1.719317865604272
2019-07-08,5.0,30.95,34.98,25.89,18.79,2.2240381939728455
2019-07-15,5.0,31.35,35.120000000000005,25.41,14.01,2.651109241053946
2019-07-22,7.0,31.1,35.22,26.2,16.360000000000003,3.3201693578148777
