name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
thailand,2009-01-01,28.8,23.1,26.2,28.9,23.1,26.3,17.1,57.8,0,0,0,,,,,19.2,73.6,1012.2,79,10.6,,,,,2009-01-01T06:41:37,2009-01-01T18:01:26,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48420099999,48460099999"
thailand,2009-01-02,29,22.1,25.3,29.1,22.1,25.4,15.9,56.4,0,0,0,,,,,18.4,24,1013.9,85.2,10.6,,,,,2009-01-02T06:41:59,2009-01-02T18:02:00,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-03,29.8,20.1,24.7,30.3,20.1,24.8,15.8,58.3,0,0,0,,,,,19.5,3.3,1013.6,53.8,10.1,,,,,2009-01-03T06:42:21,2009-01-03T18:02:34,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-04,30.5,21.1,25.5,31.1,21.1,25.7,17.2,61.2,0,0,0,,,,,15.8,336.1,1012.5,33.1,9.5,,,,,2009-01-04T06:42:41,2009-01-04T18:03:08,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-05,32,21.1,26.6,32.3,21.1,26.9,17.8,60.4,0,0,0,,,,,11.5,14,1011.2,35.3,9.5,,,,,2009-01-05T06:43:01,2009-01-05T18:03:43,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-06,32,22.1,26.6,31.5,22.1,26.5,16.3,55.3,0,0,0,,,,,13.1,12.4,1012,58,9.7,,,,,2009-01-06T06:43:20,2009-01-06T18:04:17,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-07,32,21.9,26.6,32.2,21.9,26.5,15.9,53.5,0,0,0,,,,,14.6,357,1013.4,52.1,10.2,,,,,2009-01-07T06:43:37,2009-01-07T18:04:52,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-08,31,21.1,26.5,31.5,21.1,26.7,17,57.2,0,0,0,,,,,15.1,38.9,1014.9,55.3,10.4,,,,,2009-01-08T06:43:54,2009-01-08T18:05:27,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-09,28.8,20.2,24.5,28.7,20.2,24.6,15.2,57.2,0,0,0,,,,,15.1,63.7,1016.6,65.6,9.5,,,,,2009-01-09T06:44:10,2009-01-09T18:06:01,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-10,26,17.1,21.4,26,17.1,21.4,11,52.7,0,0,0,,,,,17.1,54.5,1017.4,21.9,8.6,,,,,2009-01-10T06:44:25,2009-01-10T18:06:36,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-11,26.1,15.1,20.6,26.1,15.1,20.6,9,49.2,0,0,0,,,,,14.6,29.9,1016.7,17.2,7.9,,,,,2009-01-11T06:44:39,2009-01-11T18:07:10,0.5,Clear,Clear conditions throughout the day.,clear-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-12,28,15.1,21.3,27,15.1,21.2,10,51.3,0,0,0,,,,,14.8,25.5,1017.8,13.7,7.9,,,,,2009-01-12T06:44:51,2009-01-12T18:07:44,0.54,Clear,Clear conditions throughout the day.,clear-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-13,27.6,17.2,22.3,27.4,17.2,22.2,11.8,52.6,0,0,0,,,,,17.1,51.4,1019.4,25.3,8.5,,,,,2009-01-13T06:45:03,2009-01-13T18:08:18,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-14,26.7,16.2,21.5,26.5,16.2,21.5,11.5,54.4,0,0,0,,,,,13.8,55.8,1019.3,26,7.7,,,,,2009-01-14T06:45:14,2009-01-14T18:08:52,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-15,27,17,21.2,26.9,17,21.2,11.4,54.5,0,0,0,,,,,15.6,42.5,1019.1,21.9,7.5,,,,,2009-01-15T06:45:23,2009-01-15T18:09:26,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-16,27.9,17,22.1,27.6,17,22.1,12.3,55.1,0,0,0,,,,,15.1,48.9,1017.6,23.2,7.3,,,,,2009-01-16T06:45:32,2009-01-16T18:09:59,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-17,29,17.1,23.3,28.7,17.1,23.2,13.3,55.3,0,0,0,,,,,12.8,8.8,1015.4,14.4,7.5,,,,,2009-01-17T06:45:39,2009-01-17T18:10:32,0.7,Clear,Clear conditions throughout the day.,clear-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-18,30.5,19,24.4,30.1,19,24.3,14.3,55.2,0,0,0,,,,,12.3,339.1,1013.7,18.3,7.7,,,,,2009-01-18T06:45:45,2009-01-18T18:11:05,0.75,Clear,Clear conditions throughout the day.,clear-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-19,31,19,25,30.9,19,24.9,15.6,57.9,0,0,0,,,,,9.4,9.1,1012,31.3,7.3,,,,,2009-01-19T06:45:51,2009-01-19T18:11:37,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-20,31.4,20.1,25.9,31.7,20.1,25.9,16.4,58.4,0,0,0,,,,,9.2,323.6,1011,24.3,6.7,,,,,2009-01-20T06:45:55,2009-01-20T18:12:10,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-21,33,20.1,26.4,32.9,20.1,26.5,17.8,63.1,0,0,0,,,,,12.5,142.1,1011.5,23.3,6.2,,,,,2009-01-21T06:45:58,2009-01-21T18:12:41,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-22,32.2,21.1,26.4,32.8,21.1,26.6,18.4,65.3,0,0,0,,,,,56.5,64.4,1010.5,29,6,,,,,2009-01-22T06:45:59,2009-01-22T18:13:13,0.86,Partially cloudy,Partly cloudy throughout the day.,wind,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-23,33,21.2,26.6,34.5,21.2,27.1,19.4,68.2,0,0,0,,,,,10.8,120.3,1010,26.4,5.6,,,,,2009-01-23T06:46:00,2009-01-23T18:13:44,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-24,32.1,22.1,27,32.9,22.1,27.3,19.4,67,0,0,0,,,,,18.4,56.1,1011.4,41.2,6.6,,,,,2009-01-24T06:46:00,2009-01-24T18:14:14,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-25,31.8,23.1,27.2,33.2,23.1,27.6,18.2,59,0,0,0,,,,,24.3,79.2,1011.8,46.7,8.6,,,,,2009-01-25T06:45:58,2009-01-25T18:14:44,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-26,33,23,27.8,35.3,23,28.8,19.6,62.6,0,0,0,,,,,12.6,149.3,1011.3,36.9,8,,,,,2009-01-26T06:45:55,2009-01-26T18:15:14,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-27,32,24.1,27.7,34.9,24.1,29.2,22.4,74.6,0,0,0,,,,,14.3,160.6,1010.8,56.5,7.7,,,,,2009-01-27T06:45:52,2009-01-27T18:15:43,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-28,32.3,24.1,27.8,35.7,24.1,29.2,22.1,72.9,0.087,100,4.17,rain,,,,13,168.3,1010.4,54.4,7.7,,,,,2009-01-28T06:45:47,2009-01-28T18:16:11,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-29,33,24.1,28.1,36,24.1,29.4,21.6,70.1,0,0,0,,,,,12.8,191.4,1010.6,54.4,8.2,,,,,2009-01-29T06:45:41,2009-01-29T18:16:39,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-30,32.7,24.1,27.9,35,24.1,29.2,21.8,71.6,0,0,0,,,,,13,167.5,1010.1,70.8,7.4,,,,,2009-01-30T06:45:33,2009-01-30T18:17:07,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-01-31,32.1,24.1,27.8,34.4,24.1,29,21.9,72.9,0,0,0,,,,,11.3,174.3,1010.3,54.1,7.7,,,,,2009-01-31T06:45:25,2009-01-31T18:17:34,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-02-01,31.3,24.2,27.7,35.4,24.2,29.2,22.2,72.9,0,0,0,,,,,11.5,189.9,1011.4,63.7,7.9,,,,,2009-02-01T06:45:16,2009-02-01T18:18:00,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-02-02,32.7,24.1,28.1,34.5,24.1,29.4,21.5,70,0,0,0,,,,,11.2,150.6,1011.5,60.8,7.5,,,,,2009-02-02T06:45:05,2009-02-02T18:18:26,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-02-03,33.9,24.2,28.1,36,24.2,29.2,21.3,69.2,0,0,0,,,,,14.6,163.6,1011.1,37,7.9,,,,,2009-02-03T06:44:54,2009-02-03T18:18:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-02-04,32.1,25,27.8,34.2,25,28.9,21.5,70.5,0,0,0,,,,,13.1,191.8,1011,53.1,8.1,,,,,2009-02-04T06:44:41,2009-02-04T18:19:16,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-02-05,32.1,24.1,27.7,36.4,24.1,29.3,21.8,71.9,0,0,0,,,,,15.9,175.6,1010.5,51,7.7,,,,,2009-02-05T06:44:27,2009-02-05T18:19:40,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-02-06,32.6,24.2,28,34.5,24.2,28.9,21,68.3,0,0,0,,,,,22.3,87.3,1011.2,32.6,7.7,,,,,2009-02-06T06:44:13,2009-02-06T18:20:04,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-02-07,33.2,23.1,27.8,35.3,23.1,28.3,18.3,58,0,0,0,,,,,14.4,49.2,1011.2,30.4,9.3,,,,,2009-02-07T06:43:57,2009-02-07T18:20:27,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-02-08,33.1,23.1,28.2,34,23.1,28.6,18.5,58.5,0,0,0,,,,,12.6,74.3,1012,31.2,8.3,,,,,2009-02-08T06:43:40,2009-02-08T18:20:49,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-02-09,34.4,24.1,28.7,33.8,24.1,28.9,18.2,57,0,0,0,,,,,13.1,65.2,1011.6,13.6,7.1,,,,,2009-02-09T06:43:22,2009-02-09T18:21:11,0.5,Clear,Clear conditions throughout the day.,clear-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-02-10,34,23.1,28.3,35,23.1,28.5,17.2,53.5,0,0,0,,,,,15.8,23.8,1010.9,24.4,8.7,,,,,2009-02-10T06:43:04,2009-02-10T18:21:32,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-02-11,34.1,23.1,28.8,34.5,23.1,28.9,17.8,55.2,0,0,0,,,,,12.5,42.8,1009.5,31.3,7.8,,,,,2009-02-11T06:42:44,2009-02-11T18:21:53,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-02-12,35.1,24.1,29.4,37.3,24.1,30.6,19.5,58.7,0,0,0,,,,,17.2,215,1007.8,45.4,7.3,,,,,2009-02-12T06:42:23,2009-02-12T18:22:13,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
thailand,2009-02-13,35.1,25.1,29.8,35.5,25.1,30.6,19.4,58.7,0,0,0,,,,,18.4,271.9,1007,43.4,7.8,,,,,2009-02-13T06:42:02,2009-02-13T18:22:32,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48429099999,48455099999,48453099999,48456099999,48454099999,48459099999,48419099999,48420099999,48460099999"
