Day,case,temp,tempmax,dew,windspeed
2018-04-09,2.0,23.03,26.81,17.11,20.21
2018-04-16,4.0,22.5,25.67,17.85,18.26
2018-04-23,3.0,24.38,28.03,20.660000000000004,18.98
2018-04-30,1.0,25.75,28.71,22.950000000000003,17.130000000000003
2018-05-07,3.0,27.37,31.1,24.1,16.95
2018-05-14,0.0,28.64,33.029999999999994,24.66,22.25
2018-05-21,1.0,29.020000000000003,34.160000000000004,24.75,23.050000000000004
2018-05-28,18.0,29.440000000000005,33.77,24.57,20.74
2018-06-04,6.0,28.64,32.89,24.96,18.87
2018-06-11,9.0,29.790000000000003,34.42,24.85,17.6
2018-06-18,6.0,29.559999999999995,33.54,25.31,19.630000000000003
2018-06-25,4.0,30.51,34.3,25.630000000000003,17.15
2018-07-02,8.0,30.690000000000005,34.2,25.22,15.9
2018-07-09,2.0,32.370000000000005,36.39,25.43,17.97
2018-07-16,7.0,29.1,32.5,25.54,15.73
2018-07-23,2.0,28.05,31.29,25.5,16.35
2018-07-30,5.0,28.3,31.98,25.43,14.66
2018-08-06,8.0,27.87,31.52,25.72,14.29
2018-08-13,1.0,28.93,33.010000000000005,25.8,13.45
2018-08-20,4.0,29.04,33.04,26.04,16.089999999999996
2018-08-27,3.0,29.39,34.029999999999994,25.87,16.6
2018-09-03,2.0,27.92,31.170000000000005,25.78,17.23
2018-09-10,4.0,28.73,31.94,24.58,16.56
2018-09-17,8.0,28.48,32.1,23.18,14.84
2018-09-24,10.0,28.559999999999995,32.56,24.28,14.11
2018-10-01,13.0,27.99,31.33,23.26,14.97
2018-10-08,10.0,27.2,31.47,19.91,13.820000000000002
2018-10-15,10.0,25.94,29.6,20.24,18.07
2018-10-22,10.0,24.76,27.74,21.75,17.21
2018-10-29,17.0,25.67,29.290000000000003,22.51,16.54
2018-11-05,13.0,24.4,28.790000000000003,17.6,15.34
2018-11-12,9.0,24.09,27.34,20.04,12.830000000000002
2018-11-19,11.0,24.81,27.83,22.44,15.19
2018-11-26,10.0,22.74,26.55,18.45,18.17
2018-12-03,5.0,22.77,27.01,18.1,13.110000000000005
2018-12-10,2.0,22.3,26.26,19.07,18.78
2018-12-17,3.0,15.329999999999998,18.17,10.89,17.04
2018-12-24,2.0,20.55,24.33,15.52,15.1
2018-12-31,0.0,18.66,21.91,14.75,18.53
2019-01-07,1.0,14.69,16.95,10.29,15.48
2019-01-14,1.0,18.07,20.17,16.86,13.919999999999998
2019-01-21,1.0,17.65,19.93,14.91,15.14
2019-01-28,0.0,17.7,20.630000000000003,13.84,12.669999999999998
2019-02-04,0.0,21.03,24.62,17.46,16.8
2019-02-11,1.0,23.57,27.660000000000004,19.75,19.62
2019-02-18,2.0,22.74,25.9,20.41,20.4
2019-02-25,2.0,21.22,23.95,18.41,20.75
2019-03-04,1.0,20.47,23.21,17.869999999999997,17.55
2019-03-11,0.0,21.7,24.45,18.08,18.36
2019-03-18,3.0,20.46,22.83,16.79,15.4
2019-03-25,5.0,21.18,23.59,18.880000000000003,16.98
2019-04-01,3.0,22.81,25.72,19.6,17.07
2019-04-08,5.0,24.880000000000003,27.880000000000003,22.42,17.369999999999997
2019-04-15,3.0,26.95,29.98,24.32,18.64
2019-04-22,4.0,27.380000000000003,30.97000000000001,24.26,19.23
2019-04-29,1.0,29.05,33.34,24.9,22.53
2019-05-06,0.0,25.96,28.77,23.45,16.9
2019-05-13,1.0,25.45,27.62,23.35,14.43
2019-05-20,3.0,30.09,34.65,25.44,18.36
2019-05-27,0.0,29.73,33.85,24.43,18.05
2019-06-03,0.0,27.68,30.93,24.5,15.9
2019-06-10,2.0,29.45,33.92,25.54,18.53
2019-06-17,1.0,31.49,35.260000000000005,26.4,19.15
2019-06-24,1.0,30.98,34.77,26.45,19.79
2019-07-01,3.0,31.21,35.58,25.860000000000003,18.76
2019-07-08,5.0,30.95,34.98,25.89,18.79
2019-07-15,5.0,31.35,35.120000000000005,25.41,14.01
2019-07-22,7.0,31.1,35.22,26.2,16.360000000000003
2019-07-29,6.0,30.110000000000003,34.33,25.72,16.55
2019-08-05,7.0,28.660000000000004,32.03,25.58,19.52
2019-08-12,6.0,29.89,33.660000000000004,26.04,17.56
2019-08-19,3.0,30.99,35.260000000000005,25.840000000000003,15.760000000000002
2019-08-26,6.0,28.640000000000004,33.010000000000005,25.46,15.29
2019-09-02,7.0,28.6,32.84,24.98,16.6
2019-09-09,2.0,29.53,33.559999999999995,24.7,16.3
2019-09-16,10.0,29.4,33.71,25.0,14.97
2019-09-23,10.0,28.53,32.739999999999995,22.6,13.5
2019-09-30,6.0,27.45,32.46,19.24,13.52
2019-10-07,10.0,27.33,32.09,21.96,14.919999999999998
2019-10-14,2.0,27.130000000000003,31.070000000000004,22.97,16.54
2019-10-21,12.0,26.21,29.910000000000004,21.56,16.28
2019-10-28,14.0,25.46,29.02,21.49,16.66
2019-11-04,8.0,23.08,26.76,18.74,15.93
2019-11-11,5.0,23.160000000000004,27.380000000000003,17.19,13.73
2019-11-18,1.0,23.43,27.65,18.69,15.919999999999998
2019-11-25,3.0,23.16,27.05,18.410000000000004,16.419999999999998
2019-12-02,5.0,22.06,25.2,16.23,18.41
2019-12-09,7.0,17.86,22.6,7.589999999999999,16.880000000000003
2019-12-16,7.0,17.810000000000002,23.84,10.84,12.44
2019-12-23,0.0,20.03,23.110000000000003,17.2,16.770000000000003
2019-12-30,1.0,18.82,21.6,15.24,14.830000000000002
2020-01-06,2.0,20.76,23.67,16.96,15.580000000000002
2020-01-13,5.0,21.28,24.79,17.610000000000003,19.17
2020-01-20,2.0,17.95,20.9,14.69,17.9
2020-01-27,4.0,17.63,20.56,14.3,17.78
2020-02-03,3.0,16.080000000000002,18.65,10.79,16.42
2020-02-10,1.0,16.42,17.93,14.330000000000002,14.45
2020-02-17,2.0,19.43,22.04,15.24,18.22
2020-02-24,0.0,19.69,23.17,13.54,16.21
2020-03-02,0.0,22.5,26.33,18.39,16.32
2020-03-09,0.0,22.22,25.68,18.95,18.37
2020-03-16,0.0,22.99,25.87,18.94,15.01
2020-03-23,0.0,21.83,24.07,19.18,16.36
2020-03-30,0.0,24.94,28.02,21.770000000000003,21.65
2020-04-06,0.0,20.48,22.65,17.82,18.270000000000003
2020-04-13,0.0,20.33,23.16,16.86,15.329999999999998
2020-04-20,0.0,22.97,26.43,19.43,17.759999999999998
2020-04-27,0.0,23.130000000000003,26.16,19.660000000000004,17.7
2020-05-04,0.0,24.68,28.87,19.78,15.12
2020-05-11,0.0,28.81,33.1,24.65,20.83
2020-05-18,0.0,28.62,32.87,24.06,21.05
2020-05-25,0.0,30.15,34.28,24.77,19.07
2020-06-01,0.0,29.33,33.59,23.97,17.56
2020-06-08,0.0,31.53,36.56,24.36,18.14
2020-06-15,0.0,30.64,35.62,24.25,20.91
2020-06-22,0.0,30.6,34.79,24.74,22.05
2020-06-29,0.0,32.209999999999994,36.99,24.520000000000003,22.33
2020-07-06,0.0,30.840000000000003,34.870000000000005,25.0,21.2
2020-07-13,0.0,31.52,35.15,24.35,20.82
2020-07-20,0.0,31.57,35.720000000000006,24.23,20.58
2020-07-27,0.0,30.75,35.17,24.43,20.69
2020-08-03,0.0,29.37,33.39,24.43,19.630000000000003
2020-08-10,0.0,28.35,31.360000000000003,24.89,18.11
2020-08-17,0.0,28.590000000000003,32.46,24.69,19.87
2020-08-24,0.0,28.02,31.770000000000003,24.2,16.46
2020-08-31,0.0,30.5,34.96,24.87,15.98
2020-09-07,0.0,30.58,34.64,24.82,15.639999999999995
2020-09-14,0.0,29.01,32.86,24.83,16.6
2020-09-21,0.0,28.17,31.59,23.92,17.96
2020-09-28,3.0,26.92,29.99,23.47,17.029999999999998
2020-10-05,7.0,28.04,31.76,24.24,16.110000000000003
2020-10-12,13.0,25.57,29.25,19.32,19.18
2020-10-19,16.0,23.93,26.49,17.31,21.3
2020-10-26,12.0,22.77,25.82,14.64,17.970000000000002
2020-11-02,16.0,23.21,26.39,18.83,14.76
2020-11-09,12.0,23.52,26.83,16.700000000000003,14.910000000000002
2020-11-16,11.0,22.71,26.52,13.59,16.29
2020-11-23,10.0,23.84,26.93,20.01,15.74
2020-11-30,7.0,23.4,26.48,17.4,17.61
2020-12-07,4.0,18.44,21.71,9.75,18.08
2020-12-14,5.0,19.53,23.99,13.38,16.04
2020-12-21,3.0,16.639999999999997,19.69,9.38,19.07
2020-12-28,4.0,18.13,20.6,10.15,14.66
2021-01-04,0.0,17.490000000000002,21.33,9.16,15.720000000000002
2021-01-11,0.0,13.91,16.75,3.9,15.25
2021-01-18,0.0,14.5,17.83,4.19,15.48
2021-01-25,0.0,17.54,21.04,11.830000000000002,13.830000000000002
2021-02-01,0.0,19.4,22.2,15.01,15.760000000000002
2021-02-08,0.0,20.08,23.49,15.93,14.830000000000002
2021-02-15,0.0,19.630000000000003,23.26,14.579999999999998,15.94
2021-02-22,0.0,20.64,23.83,14.73,15.61
2021-03-01,0.0,21.26,24.57,16.85,17.44
2021-03-08,0.0,19.860000000000003,22.04,17.01,16.3
2021-03-15,0.0,23.32,26.130000000000003,20.16,18.82
2021-03-22,0.0,23.03,25.130000000000003,19.48,19.22
2021-03-29,0.0,21.72,23.92,17.759999999999998,16.7
2021-04-05,0.0,24.82,27.3,23.53,15.88
2021-04-12,0.0,24.14,27.51,21.76,18.55
2021-04-19,0.0,24.73,27.610000000000003,22.39,17.8
2021-04-26,0.0,26.35,29.49,23.92,19.09
2021-05-03,0.0,25.79,29.190000000000005,22.6,17.83
2021-05-10,0.0,27.8,31.87,24.21,20.200000000000003
2021-05-17,0.0,29.26,33.84,25.56,22.54
2021-05-24,0.0,30.18,34.04,26.09,23.2
2021-05-31,0.0,30.17,34.37,25.2,21.1
2021-06-07,0.0,31.39,36.35,24.35,18.74
2021-06-14,0.0,28.73,33.129999999999995,24.62,15.610000000000005
2021-06-21,0.0,31.98,36.52,24.23,17.92
2021-06-28,0.0,31.71,36.29,24.06,15.910000000000002
2021-07-05,0.0,32.14,36.18,23.87,16.66
2021-07-12,0.0,30.33,34.07,24.99,16.9
2021-07-19,0.0,30.29,34.480000000000004,24.72,18.91
2021-07-26,0.0,29.14,33.67,25.47,18.7
2021-08-02,0.0,30.49,35.42999999999999,25.880000000000003,15.72
2021-08-09,0.0,31.66,35.9,26.24,14.79
2021-08-16,0.0,29.51,33.71,26.35,16.66
2021-08-23,0.0,29.92,34.22,26.26,19.06
2021-08-30,0.0,29.3,33.08,26.26,19.09
2021-09-06,0.0,29.0,33.1,25.15,16.45
2021-09-13,0.0,28.9,33.45,25.34,17.58
2021-09-20,0.0,28.58,32.720000000000006,25.38,16.07
2021-09-27,0.0,27.81,32.11,24.87,15.94
2021-10-04,0.0,27.97,32.48,24.82,16.48
2021-10-11,0.0,27.4,30.95,23.78,16.84
2021-10-18,0.0,22.94,25.01,20.19,18.9
2021-10-25,0.0,21.76,25.0,18.009999999999998,17.63
2021-11-01,0.0,21.9,24.85,18.41,13.18
2021-11-08,0.0,23.31,26.23,21.29,16.490000000000002
2021-11-15,0.0,22.12,26.0,14.829999999999998,16.57
2021-11-22,0.0,21.71,24.96,16.880000000000003,15.37
2021-11-29,0.0,20.78,25.1,14.95,14.85
2021-12-06,0.0,19.27,25.15,11.73,12.66
2021-12-13,0.0,19.08,24.01,13.36,13.21
2021-12-20,0.0,19.78,23.4,13.86,15.79
2021-12-27,0.0,18.67,22.08,12.5,17.23
2022-01-03,0.0,16.29,18.8,12.22,15.4
2022-01-10,0.0,18.25,21.22,14.87,16.369999999999997
2022-01-17,0.0,16.85,19.110000000000003,13.55,16.9
2022-01-24,0.0,18.14,21.23,15.32,16.15
2022-01-31,0.0,19.02,21.91,16.47,19.31
2022-02-07,0.0,14.19,16.380000000000003,9.97,16.43
2022-02-14,0.0,14.88,16.880000000000003,12.49,15.389999999999995
2022-02-21,0.0,15.05,17.35,12.68,17.16
2022-02-28,0.0,14.36,18.05,9.16,17.410000000000004
2022-03-07,0.0,20.7,23.53,17.310000000000002,14.95
2022-03-14,0.0,21.65,24.45,18.46,17.46
2022-03-21,0.0,24.06,26.6,21.42,17.85
2022-03-28,0.0,23.19,26.8,20.25,20.360000000000003
2022-04-04,0.0,21.57,25.06,16.37,20.18
2022-04-11,0.0,23.02,27.49,15.48,15.960000000000004
2022-04-18,0.0,23.79,27.1,20.11,18.7
2022-04-25,0.0,23.42,26.59,20.01,19.3
2022-05-02,0.0,26.76,29.85,22.61,21.24
2022-05-09,0.0,25.74,29.74,19.24,19.82
2022-05-16,0.0,26.45,29.57,23.05,18.98
2022-05-23,0.0,25.07,27.42,21.07,16.990000000000002
2022-05-30,0.0,26.76,29.95,24.56,19.07
2022-06-06,0.0,29.360000000000003,33.84,25.55,18.69
2022-06-13,0.0,29.62,33.61,25.62,14.74
2022-06-20,0.0,30.68,34.51,24.86,15.74
2022-06-27,1.0,31.59,35.95,24.87,19.72
2022-07-04,6.0,30.74,35.25,25.44,18.12
2022-07-11,12.0,29.45,33.660000000000004,25.56,16.15
2022-07-18,16.0,30.0,33.65,26.12,16.630000000000003
2022-07-25,11.0,30.059999999999995,34.06,25.94,18.15
2022-08-01,1.0,30.26,34.67,25.38,17.64
2022-08-08,1.0,29.24,33.379999999999995,25.24,17.4
2022-08-15,2.0,27.910000000000004,31.610000000000003,24.91,15.25
2022-08-22,2.0,29.320000000000004,33.18,25.660000000000004,17.29
2022-08-29,1.0,29.15,33.15,25.83,18.23
2022-09-05,6.0,29.87,33.97,24.97,15.82
2022-09-12,5.0,28.630000000000003,32.660000000000004,23.81,14.3
2022-09-19,6.0,29.17,33.17,24.62,12.58
2022-09-26,7.0,28.0,32.06,24.01,14.919999999999998
2022-10-03,2.0,27.0,30.54,23.54,15.76
2022-10-10,3.0,26.56,30.28,22.57,18.23
2022-10-17,4.0,25.31,29.75,16.44,17.57
2022-10-24,3.0,24.43,28.9,16.78,15.3
2022-10-31,5.0,26.15,30.52,20.58,12.51
2022-11-07,2.0,24.41,29.41,17.05,14.320000000000002
2022-11-14,1.0,24.75,28.76,20.07,12.919999999999998
2022-11-21,4.0,26.1,29.630000000000003,22.08,14.68
2022-11-28,4.0,25.28,28.23,21.79,13.97
2022-12-05,4.0,21.37,24.58,17.36,19.85
2022-12-12,6.0,17.2,19.21,11.95,15.27
2022-12-19,6.0,17.509999999999998,21.35,7.519999999999999,15.59
2022-12-26,6.0,17.83,22.14,6.88,15.580000000000002
2023-01-02,11.0,16.71,19.77,10.55,14.89
2023-01-09,8.0,18.37,21.59,11.83,14.830000000000002
2023-01-16,5.0,19.83,23.49,14.41,16.3
2023-01-23,2.0,17.11,20.26,10.51,17.229999999999997
2023-01-30,9.0,16.14,20.39,7.75,17.59
2023-02-06,14.0,18.25,21.93,12.85,15.73
2023-02-13,16.0,22.05,23.98,20.67,18.7
2023-02-20,27.0,20.48,23.08,15.87,17.330000000000002
2023-02-27,18.0,19.85,23.18,13.6,16.09
2023-03-06,14.0,19.99,24.18,13.410000000000002,15.65
2023-03-13,15.0,21.76,25.42,16.66,20.35
2023-03-20,18.0,22.61,25.55,18.49,19.92
2023-03-27,13.0,24.29,27.380000000000003,21.03,19.87
2023-04-03,17.0,21.17,23.33,18.58,15.21
2023-04-10,15.0,23.69,26.360000000000003,20.410000000000004,16.32
2023-04-17,5.0,23.29,25.55,21.110000000000003,15.04
2023-04-24,8.0,27.32,30.790000000000003,24.160000000000004,18.91
2023-05-01,1.0,25.57,29.410000000000004,21.52,19.66
2023-05-08,1.0,27.5,31.99,23.32,20.68
2023-05-15,5.0,26.47,30.33,22.57,19.99
2023-05-22,1.0,29.36,34.42,23.98,19.660000000000004
2023-05-29,1.0,29.98,34.5,26.01,21.130000000000003
2023-06-05,0.0,30.85,35.739999999999995,25.51,20.92
2023-06-12,0.0,30.39,35.2,25.36,20.53
2023-06-19,0.0,29.96,34.0,25.82,17.69
2023-06-26,1.0,28.47000000000001,32.17,25.56,18.57
2023-07-03,1.0,29.379999999999995,33.13,26.130000000000003,18.73
2023-07-10,4.0,30.860000000000003,35.69,26.15,22.03
2023-07-17,1.0,31.17,35.83,25.410000000000004,22.04
2023-07-24,3.0,30.15,33.739999999999995,24.95,15.19
2023-07-31,1.0,30.92,35.15,25.630000000000003,17.779999999999998
2023-08-07,4.0,28.55,32.32,25.89,16.96
2023-08-14,4.0,28.78,32.78,25.78,15.36
2023-08-21,3.0,29.22,33.34,26.0,16.389999999999997
2023-08-28,6.0,29.07,33.01,26.04,19.1
2023-09-04,5.0,29.160000000000004,33.08,23.61,18.32
2023-09-11,9.0,29.25,33.6,24.71,16.119999999999997
2023-09-18,7.0,27.45,30.73,24.94,15.04
2023-09-25,9.0,29.190000000000005,33.660000000000004,25.19,17.229999999999997
2023-10-02,3.0,28.22,32.05,24.68,15.03
2023-10-09,3.0,29.0,32.93,23.57,15.46
2023-10-16,9.0,26.22,29.48,20.06,18.31
2023-10-23,19.0,26.56,30.4,19.49,15.49
2023-10-30,3.0,26.34,29.610000000000003,20.49,14.18
2023-11-06,7.0,26.18,29.94,21.78,15.81
2023-11-13,17.0,26.03,30.33,22.49,17.55
2023-11-20,26.0,21.35,25.78,14.94,16.589999999999996
2023-11-27,8.0,22.12,27.01,16.17,10.84
2023-12-04,26.0,21.37,24.55,17.39,13.279999999999998
2023-12-11,8.0,20.79,23.61,17.380000000000003,14.35
2023-12-18,28.0,22.0,25.25,18.61,17.48
2023-12-25,8.0,15.239999999999998,18.99,6.23,18.98
2024-01-01,8.0,18.55,23.1,10.92,12.86
2024-01-08,16.0,21.55,24.83,17.689999999999998,15.79
2024-01-15,14.0,20.37,22.51,18.28,14.11
2024-01-22,10.0,19.64,22.35,17.47,16.75
2024-01-29,3.0,13.13,15.37,8.66,17.41
2024-02-05,1.0,17.81,20.53,15.44,16.18
2024-02-12,4.0,18.97,22.28,14.639999999999995,19.3
2024-02-19,1.0,20.9,24.68,16.49,17.380000000000003
2024-02-26,1.0,20.03,22.56,18.32,19.84
2024-03-04,3.0,14.49,16.43,11.56,16.99
2024-03-11,,19.24,22.36,15.13,15.16
