name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Singapore,2009-02-06,30.5,24,26.9,34.9,24,28.4,22.9,79.9,0,0,0,,,,,26.6,20.5,1010.6,87.4,10.7,,,,,2009-02-06T07:16:39,2009-02-06T19:20:42,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-07,31,24,26.9,34.6,24,28.2,22.2,76.5,0,0,0,,,,,23.1,15,1010,86,10.9,,,,,2009-02-07T07:16:42,2009-02-07T19:20:47,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-08,32,24.5,27.4,35.4,24.5,29,22.4,75.3,0,0,0,,,,,24.1,14.4,1010.5,87.7,11,,,,,2009-02-08T07:16:43,2009-02-08T19:20:51,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-09,32.7,24.5,27.7,36.8,24.5,29.5,22.4,74.2,0,0,0,,,,,26.2,14.5,1010.6,88.7,10.8,,,,,2009-02-09T07:16:43,2009-02-09T19:20:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-10,32.7,23.8,27.8,37.6,23.8,30.3,23.1,76.9,0,0,0,,,,,20.1,15.5,1010.1,84.5,10.8,,,,,2009-02-10T07:16:43,2009-02-10T19:20:58,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-11,32.2,24.8,27.3,38,24.8,29.1,24,83.4,0.589,100,12.5,rain,,,,15.6,18.8,1009.5,85.5,10.5,,,,,2009-02-11T07:16:42,2009-02-11T19:21:00,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-12,31.9,24.8,27.3,37.1,24.8,29.6,24.2,83.8,0,0,0,,,,,13.1,43.6,1009,86.6,9.5,,,,,2009-02-12T07:16:40,2009-02-12T19:21:01,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-13,33.4,25.7,28.3,39.5,25.7,31.6,24.8,82.5,0,0,0,,,,,14.5,303.7,1008.3,87.1,7.3,,,,,2009-02-13T07:16:37,2009-02-13T19:21:01,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-14,31.8,24.7,28.1,37.1,24.7,31,23.7,77.9,0,0,0,,,,,14.3,245.6,1008.5,84.8,9.2,,,,,2009-02-14T07:16:33,2009-02-14T19:21:01,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-15,34,24.8,28.9,37.7,24.8,32.1,24,76.8,0,0,0,,,,,16.9,280.2,1008.3,88.9,8.1,,,,,2009-02-15T07:16:29,2009-02-15T19:21:00,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-16,32.4,26.6,27.9,38.5,26.6,31.9,24.8,83.6,8.099,100,8.33,rain,,,,16.5,26.4,1009.1,85.9,6.9,,,,,2009-02-16T07:16:24,2009-02-16T19:20:58,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-17,33.2,25.9,28.5,38.9,25.9,31.4,24,78.1,0,0,0,,,,,25.6,20.8,1008.8,88.9,9.7,,,,,2009-02-17T07:16:18,2009-02-17T19:20:56,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-18,32.8,24.8,28.2,36.8,24.8,30.3,23.1,75.5,0,0,0,,,,,24,21.8,1008.4,86.5,10.8,,,,,2009-02-18T07:16:11,2009-02-18T19:20:53,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-19,32.2,24.7,28,37,24.7,30.4,23.3,77.1,0,0,0,,,,,24.2,29.3,1008.1,87.9,11,,,,,2009-02-19T07:16:04,2009-02-19T19:20:49,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-20,32.1,25.2,28.2,37.9,25.2,31.2,24,78.9,0,0,0,,,,,23,23.6,1009.6,87.4,10.8,,,,,2009-02-20T07:15:56,2009-02-20T19:20:45,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-21,32.8,25.8,28.4,39.4,25.8,31.8,24.6,81,0,0,0,,,,,22.1,14.6,1008.9,86.8,10.9,,,,,2009-02-21T07:15:48,2009-02-21T19:20:40,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-22,32.1,25.1,27,38.1,25.1,28.6,24.1,84.6,5.046,100,4.17,rain,,,,12.8,13,1007.8,85.8,10.3,,,,,2009-02-22T07:15:38,2009-02-22T19:20:34,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-23,30.1,25.5,27,35.6,25.5,29.1,24.4,85.7,11.462,100,12.5,rain,,,,13.5,9.5,1008.2,77.9,10.7,,,,,2009-02-23T07:15:28,2009-02-23T19:20:28,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-24,29,24.1,25.7,34.1,24.1,26.4,24.2,91.8,6.079,100,20.83,rain,,,,14.9,312.2,1008.5,86.3,10.1,,,,,2009-02-24T07:15:18,2009-02-24T19:20:21,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48698099999,48679099999,48694099999,96087099999,48699099999"
Singapore,2009-02-25,32.2,24,26.7,38.9,24,28.4,24.5,88.7,36.042,100,8.33,rain,,,,11.7,323.1,1008.3,81.9,9.9,,,,,2009-02-25T07:15:07,2009-02-25T19:20:13,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48698099999,48679099999,48694099999,96087099999,48699099999"
